 ,Area,Mean,Min,Max,X,Y,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Median
998,862.409,255,255,255,844.644,1308.980,117.177,827.243,1288.647,35.763,36.936,35.440,30.983,135.876,255
999,688.827,255,255,255,1871.945,1304.054,110.117,1855.581,1289.233,30.487,32.832,31.831,27.553,120.340,255
1000,1376.967,255,255,255,1807.754,1314.819,147.688,1788.159,1290.406,42.212,48.075,44.988,38.971,119.648,255
1001,1195.136,255,255,255,1400.764,1314.096,145.118,1376.589,1291.578,43.971,43.385,42.075,36.166,66.008,255
1002,857.940,255,255,255,352.175,1308.666,123.644,331.835,1292.165,38.695,34.591,36.354,30.048,150.620,255
1003,1811.093,255,255,255,44.390,1313.317,222.614,6.449,1293.337,66.250,41.626,61.122,37.727,171.012,255
1004,1716.224,255,255,255,429.985,1319.483,212.405,408.052,1293.337,46.903,61.560,60.317,36.228,65.430,255
1005,134.053,255,255,255,2025.144,1302.957,54.129,2017.395,1293.337,12.898,18.175,16.204,10.533,73.640,255
1006,978.245,255,255,255,1580.922,1313.982,124.674,1564.786,1293.923,35.763,37.522,36.118,34.485,38.614,255
1007,107.243,255,255,255,2037.827,1300.722,43.552,2032.052,1294.510,11.726,13.484,14.381,9.495,142.817,255
1008,582.272,255,255,255,1549.204,1311.184,100.771,1533.713,1296.855,29.314,28.728,29.496,25.135,22.683,255
1009,510.433,255,255,255,192.338,1313.036,99.623,178.816,1298.614,24.624,31.659,29.332,22.157,66.625,255
1010,1143.233,255,255,255,629.049,1320.668,133.367,609.733,1298.614,34.591,45.144,42.621,34.152,90.743,255
1011,817.381,255,255,255,469.852,1316.552,113.409,455.541,1299.786,29.900,35.177,35.470,29.341,75.696,255
1012,556.493,255,255,255,1002.567,1316.900,106.516,986.126,1304.477,32.245,27.555,31.300,22.638,16.104,255
1013,951.434,255,255,255,661.072,1328.141,170.144,644.910,1305.649,40.453,48.075,45.050,26.890,121.354,255
1014,1441.244,255,255,255,1904.092,1331.883,156.926,1883.136,1306.822,39.867,52.179,51.251,35.805,73.320,255
1015,1214.384,255,255,255,923.006,1327.664,152.614,900.529,1307.408,53.352,35.177,47.709,32.409,177.321,255
1016,1152.857,255,255,255,1756.568,1328.158,133.048,1734.807,1307.994,42.212,39.867,38.557,38.070,100.682,255
1017,747.948,255,255,255,84.542,1325.800,110.839,70.940,1308.581,28.142,34.591,34.877,27.305,92.778,255
1018,715.981,255,255,255,330.264,1326.697,108.057,313.661,1308.581,33.418,33.418,33.577,27.150,151.122,255
1019,550.993,255,255,255,888.705,1329.865,103.200,877.664,1309.753,21.106,39.867,33.560,20.904,93.934,255
1020,804.319,255,255,255,1700.188,1321.486,120.528,1675.593,1310.339,43.971,26.969,40.044,25.574,177.541,255
1021,472.623,255,255,255,1951.043,1322.987,95.904,1935.316,1311.512,29.900,27.555,25.706,23.410,17.757,255
1022,833.880,255,255,255,1354.687,1330.058,114.606,1337.308,1313.857,35.763,33.418,34.077,31.157,10.526,255
1023,1173.825,255,255,255,1503.386,1338.443,138.342,1483.292,1315.030,38.695,43.971,41.221,36.257,88.792,255
1024,1017.086,255,255,255,1293.560,1334.113,131.165,1276.921,1316.202,35.763,41.040,38.022,34.059,83.993,255
1025,1500.364,255,255,255,1991.655,1342.095,194.237,1957.594,1317.375,60.387,52.179,58.147,32.853,39.420,255
1026,746.917,255,255,255,228.879,1332.965,114.346,208.716,1317.961,38.695,32.832,36.842,25.813,32.243,255
1027,1631.668,255,255,255,1171.491,1342.483,164.850,1147.939,1318.547,48.075,48.661,51.667,40.209,137.831,255
1028,1473.898,255,255,255,1626.392,1342.135,174.633,1598.790,1319.720,53.938,45.144,43.928,42.720,89.445,255
1029,368.474,255,255,255,1059.075,1331.844,84.782,1047.099,1320.306,24.624,24.038,22.517,20.835,123.225,255
1030,483.279,255,255,255,1008.867,1335.097,102.690,991.402,1323.238,35.177,20.520,34.948,17.607,7.023,255
1031,1442.618,255,255,255,1865.900,1345.046,155.278,1843.856,1323.238,47.489,39.281,49.112,37.400,156.161,255
1032,723.200,255,255,255,726.069,1340.951,106.457,707.642,1323.824,33.418,31.659,31.671,29.074,11.154,255
1033,484.654,255,255,255,1079.020,1340.631,92.161,1066.446,1326.169,23.451,29.314,29.708,20.771,66.548,255
1034,864.815,255,255,255,1826.964,1345.004,120.729,1806.920,1326.755,35.177,34.591,35.496,31.021,32.196,255
1035,158.458,255,255,255,1045.013,1339.480,60.904,1036.546,1327.928,17.002,21.106,22.394,9.009,123.820,255
1036,396.660,255,255,255,362.088,1341.438,85.268,351.769,1328.514,22.865,29.314,27.432,18.411,73.805,255
1037,629.019,255,255,255,1536.168,1344.225,101.684,1523.746,1328.514,28.142,31.073,29.630,27.030,118.075,255
1038,970.683,255,255,255,1726.790,1348.550,120.955,1709.597,1330.273,37.522,34.591,36.373,33.979,157.924,255
1039,1670.509,255,255,255,619.422,1363.027,173.283,596.248,1332.618,45.730,56.869,59.512,35.740,117.690,255
1040,723.887,255,255,255,823.610,1352.523,104.078,807.896,1335.549,33.418,34.591,30.660,30.062,98.225,255
1041,709.794,255,255,255,464.239,1352.767,109.774,449.092,1336.722,31.659,32.832,31.963,28.275,79.071,255
1042,775.102,255,255,255,1133.641,1354.297,110.260,1118.039,1336.722,31.073,36.349,34.658,28.475,110.216,255
1043,913.280,255,255,255,943.749,1363.275,132.420,920.462,1342.585,41.626,36.349,40.446,28.750,31.063,255
1044,700.858,255,255,255,916.929,1353.655,116.181,897.597,1343.171,43.971,25.210,39.292,22.711,19.814,255
1045,591.209,255,255,255,1921.460,1360.127,93.986,1906.001,1344.344,29.900,30.487,31.616,23.809,41.967,255
1046,980.994,255,255,255,90.952,1364.550,137.253,72.113,1344.930,39.867,39.281,37.376,33.419,30.619,255
1047,1608.294,255,255,255,1380.946,1365.918,160.763,1355.483,1345.516,49.834,41.040,51.796,39.535,168.626,255
1048,1065.207,255,255,255,505.078,1373.458,139.740,484.855,1351.379,43.971,41.626,40.504,33.484,33.733,255
1049,869.971,255,255,255,45.871,1373.161,121.725,26.969,1353.724,36.349,38.108,35.530,31.176,117.767,255
1050,1206.479,255,255,255,1258.854,1376.773,146.231,1239.399,1355.483,41.040,42.212,42.114,36.476,127.175,255
1051,1313.034,255,255,255,846.985,1379.293,141.825,826.071,1356.656,42.799,43.385,41.299,40.480,100.652,255
1052,764.447,255,255,255,1694.140,1372.512,107.287,1678.524,1356.656,31.073,32.832,33.047,29.453,116.172,255
1053,1228.133,255,255,255,1791.209,1376.626,133.912,1771.743,1356.656,39.281,39.867,40.208,38.890,144.199,255
1054,933.216,255,255,255,1313.145,1375.425,125.763,1292.165,1358.414,41.626,32.245,40.198,29.559,168.764,255
1055,1595.920,255,255,255,1745.659,1383.098,181.231,1716.633,1358.414,53.352,50.420,55.561,36.572,37.159,255
1056,1333.314,255,255,255,1509.817,1379.743,146.575,1486.810,1359.001,43.971,43.971,44.639,38.030,118.220,255
1057,1052.146,255,255,255,1064.914,1379.176,131.591,1043.581,1360.760,41.040,35.763,38.020,35.235,17.608,255
1058,1026.710,255,255,255,444.192,1385.015,132.195,426.813,1363.105,33.418,42.212,40.541,32.245,88.507,255
1059,748.635,255,255,255,895.277,1380.299,110.544,877.077,1363.105,34.591,34.004,34.074,27.975,46.286,255
1060,766.166,255,255,255,401.903,1387.190,140.226,383.428,1364.277,34.591,39.867,35.880,27.188,91.749,255
1061,1058.333,255,255,255,1871.381,1378.436,142.807,1846.787,1364.277,46.316,30.487,44.101,30.555,7.629,255
1062,720.106,255,255,255,1205.624,1383.401,110.947,1191.324,1364.864,28.728,38.695,37.173,24.665,60.263,255
1063,331.696,255,255,255,790.330,1377.568,86.239,776.237,1365.450,26.969,23.451,23.092,18.289,41.418,255
1064,1051.458,255,255,255,347.827,1386.505,128.962,330.077,1367.795,36.349,39.281,38.770,34.531,97.231,255
1065,711.169,255,255,255,1967.301,1383.474,113.895,1951.145,1367.795,35.177,28.728,33.232,27.248,4.781,255
1066,1484.553,255,255,255,120.476,1388.415,187.698,87.942,1369.554,62.732,43.971,57.078,33.116,172.192,255
1067,1064.176,255,255,255,202.428,1392.031,132.538,185.265,1369.554,35.763,41.626,41.328,32.786,108.151,255
1068,1171.075,255,255,255,302.726,1390.633,151.147,278.484,1369.554,49.248,41.040,47.990,31.070,144.849,255
1069,655.486,255,255,255,753.678,1390.942,105.569,736.370,1376.003,33.418,29.314,30.869,27.036,177.048,255
1070,951.090,255,255,255,929.359,1394.386,128.594,914.013,1376.003,34.591,39.281,37.740,32.087,95.037,255
1071,654.111,255,255,255,1904.717,1392.244,102.690,1890.172,1377.762,30.487,26.969,31.660,26.306,136.374,255
1072,585.709,255,255,255,555.717,1395.858,109.632,541.724,1380.107,26.969,35.763,34.145,21.841,115.156,255
1073,856.222,255,255,255,1143.572,1396.573,113.576,1124.488,1380.107,35.177,34.591,36.634,29.759,130.599,255
1074,633.487,255,255,255,2002.156,1395.783,99.540,1989.253,1380.693,27.555,31.659,31.388,25.697,112.196,255
1075,1084.456,255,255,255,1396.971,1405.478,134.540,1380.107,1387.142,37.522,39.281,38.566,35.803,88.122,255
1076,658.236,255,255,255,874.667,1403.860,107.110,858.903,1388.901,33.418,29.900,30.605,27.384,6.178,255
1077,504.246,255,255,255,1803.043,1405.050,93.618,1789.331,1391.246,27.555,29.314,29.640,21.661,36.573,255
1078,205.204,255,255,255,1186.474,1401.094,57.303,1179.012,1391.833,16.416,17.588,17.207,15.184,100.516,255
1079,1794.594,255,255,255,1107.166,1415.505,174.171,1076.413,1393.005,61.560,42.212,58.508,39.053,11.723,255
1080,126.147,255,255,255,260.712,1402.223,57.931,253.274,1393.591,17.588,17.588,16.820,9.549,142.280,255
1081,853.128,255,255,255,1960.404,1412.013,116.466,1943.523,1396.523,33.418,36.936,34.056,31.896,90.552,255
1082,739.355,255,255,255,112.760,1413.470,132.563,87.356,1398.868,44.557,32.832,43.298,21.742,146.760,255
1083,794.007,255,255,255,1850.945,1416.819,110.319,1835.061,1400.040,31.659,34.591,32.887,30.740,74.573,255
1084,1817.280,255,255,255,86.047,1428.418,178.449,55.697,1402.386,57.456,52.179,62.149,37.231,132.008,255
1085,1020.867,255,255,255,635.328,1429.372,163.820,615.596,1402.386,38.695,48.661,42.797,30.372,109.969,255
1086,531.744,255,255,255,809.002,1418.854,94.874,794.998,1402.972,29.314,30.487,27.038,25.040,156.472,255
1087,1289.660,255,255,255,1453.222,1423.662,151.039,1426.423,1404.144,50.420,35.763,49.117,33.432,14.170,255
1088,776.477,255,255,255,1516.825,1421.506,108.032,1502.640,1404.731,29.314,34.591,34.717,28.477,105.097,255
1089,1422.682,255,255,255,321.754,1428.260,166.449,296.072,1405.317,50.420,45.730,54.303,33.358,40.159,255
1090,1012.961,255,255,255,1910.121,1422.766,123.702,1891.931,1406.490,39.281,34.591,38.137,33.819,148.349,255
1091,930.123,255,255,255,166.369,1424.954,123.869,145.984,1407.662,39.281,35.177,36.119,32.788,157.302,255
1092,1533.018,255,255,255,220.532,1429.185,163.476,195.818,1408.835,52.179,42.799,49.594,39.358,176.784,255
1093,961.746,255,255,255,847.815,1428.274,128.417,826.071,1410.594,39.867,35.763,38.210,32.047,4.673,255
1094,1130.859,255,255,255,375.512,1432.236,133.794,355.287,1411.180,38.695,41.040,39.961,36.032,112.934,255
1095,589.834,255,255,255,13.577,1428.873,108.435,0.586,1412.352,25.210,32.245,32.840,22.869,72.714,255
1096,869.971,255,255,255,527.749,1430.552,119.179,510.065,1413.525,39.281,35.177,35.789,30.951,4.530,255
1097,402.847,255,255,255,582.839,1426.636,94.791,566.934,1414.111,31.073,23.451,30.808,16.649,147.789,255
1098,877.876,255,255,255,1031.910,1431.215,114.925,1012.508,1414.111,34.591,32.832,35.113,31.833,147.458,255
1099,685.046,255,255,255,949.338,1432.888,106.776,934.533,1419.388,30.487,28.728,31.989,27.266,46.420,255
1100,529.338,255,255,255,1173.245,1433.749,92.019,1159.665,1419.974,26.383,26.969,27.035,24.930,145.538,255
1101,887.501,255,255,255,268.940,1439.942,115.720,250.342,1420.560,35.763,35.763,35.031,32.257,48.733,255
1102,450.969,255,255,255,1057.716,1435.951,83.443,1048.858,1421.733,19.934,28.142,28.349,20.254,95.592,255
1103,1003.337,255,255,255,1663.442,1440.246,130.394,1644.520,1422.905,37.522,34.591,39.153,32.628,140.654,255
1104,853.128,255,255,255,1247.055,1441.150,115.068,1230.019,1425.251,34.591,31.659,34.928,31.099,10.168,255
1105,252.295,255,255,255,1410.148,1440.542,68.366,1400.627,1427.009,17.588,25.210,21.084,15.236,103.007,255
1106,1150.451,255,255,255,1716.230,1447.938,136.341,1693.768,1427.596,43.971,38.108,45.287,32.344,147.931,255
1107,645.861,255,255,255,1754.661,1446.249,103.627,1738.325,1431.700,34.004,26.969,33.046,24.885,5.106,255
1108,599.115,255,255,255,2024.940,1448.504,96.106,2008.601,1434.045,29.900,28.728,30.291,25.183,143.179,255
1109,746.917,255,255,255,769.666,1454.511,118.041,754.544,1434.631,30.487,36.936,34.777,27.346,117.678,255
1110,1535.081,255,255,255,1574.405,1460.199,170.713,1554.233,1434.631,39.867,53.938,52.974,36.896,92.729,255
1111,651.361,255,255,255,1797.704,1452.316,101.968,1782.296,1435.804,29.900,31.073,29.570,28.047,94.305,255
1112,1054.208,255,255,255,549.251,1458.352,128.442,529.999,1436.390,36.936,43.385,40.432,33.198,110.487,255
1113,624.894,255,255,255,1093.124,1448.938,101.340,1077.586,1436.390,31.659,25.796,30.911,25.740,160.307,255
1114,949.715,255,255,255,1858.789,1455.381,121.524,1838.579,1436.390,38.108,36.936,35.463,34.098,149.743,255
1115,460.249,255,255,255,1129.989,1449.130,92.647,1116.280,1436.976,26.383,24.624,25.338,23.127,169.505,255
1116,161.551,255,255,255,583.778,1443.442,54.472,573.383,1437.562,19.934,11.726,18.038,11.404,1.576,255
1117,890.251,255,255,255,812.821,1458.712,119.154,793.825,1439.321,35.763,34.591,37.132,30.526,47.162,255
1118,346.132,255,255,255,2047.597,1453.410,82.128,2038.501,1439.908,17.588,25.210,26.059,16.912,78.999,255
1119,890.938,255,255,255,462.040,1458.152,120.126,444.988,1440.494,36.349,35.763,33.870,33.492,100.393,255
1120,710.826,255,255,255,1462.371,1454.851,106.149,1446.943,1441.080,29.314,29.900,31.764,28.493,144.672,255
1121,623.519,255,255,255,48.910,1460.420,110.461,35.763,1442.253,26.383,36.936,34.088,23.290,83.940,255
1122,885.782,255,255,255,119.636,1460.770,123.585,99.668,1442.839,38.108,34.004,35.200,32.040,4.744,255
1123,137.490,255,255,255,1401.978,1452.713,47.236,1394.764,1445.184,16.416,14.071,16.215,10.796,153.614,255
1124,913.280,255,255,255,1935.891,1467.872,118.728,1918.900,1449.874,32.832,35.177,37.039,31.394,116.584,255
1125,1509.989,255,255,255,246.791,1473.717,170.369,213.993,1455.737,62.732,36.349,64.695,29.717,13.715,255
1126,1551.236,255,255,255,421.078,1479.532,163.761,395.154,1456.323,49.834,46.903,48.431,40.782,43.980,255
1127,965.527,255,255,255,1414.915,1480.131,126.651,1400.627,1457.496,28.142,42.799,43.570,28.215,102.856,255
1128,664.423,255,255,255,1673.476,1471.749,104.657,1654.487,1459.255,34.591,27.555,33.128,25.537,163.850,255
1129,1526.144,255,255,255,518.989,1485.886,158.501,497.753,1459.841,41.626,50.420,49.369,39.360,79.346,255
1130,1384.529,255,255,255,1207.213,1488.701,153.124,1187.220,1462.186,41.040,51.593,53.619,32.877,114.481,255
1131,1162.482,255,255,255,716.070,1491.952,140.771,695.916,1466.877,36.936,48.075,43.301,34.182,83.272,255
1132,1218.853,255,255,255,1725.943,1486.185,142.002,1704.321,1467.463,42.799,40.453,41.648,37.262,177.047,255
1133,999.556,255,255,255,1494.889,1488.503,143.400,1476.843,1468.635,36.349,42.212,37.912,33.569,110.393,255
1134,614.926,255,255,255,146.370,1485.101,113.149,130.741,1469.222,32.245,31.073,32.990,23.733,142.325,255
1135,939.747,255,255,255,573.193,1494.442,146.835,557.554,1469.808,33.418,48.075,40.498,29.546,109.108,255
1136,807.069,255,255,255,651.953,1492.006,120.955,630.839,1473.912,35.763,35.763,33.480,30.693,46.865,255
1137,712.544,255,255,255,749.374,1488.115,102.312,734.611,1473.912,29.900,31.659,30.719,29.534,169.377,255
1138,1016.742,255,255,255,1033.591,1494.882,129.104,1016.612,1474.498,34.591,43.971,40.531,31.940,70.614,255
1139,450.281,255,255,255,810.755,1484.702,84.959,797.929,1475.671,26.969,21.106,28.007,20.470,14.698,255
1140,551.680,255,255,255,36.341,1492.288,93.760,24.624,1476.257,23.451,33.418,32.120,21.869,81.208,255
1141,1313.377,255,255,255,294.790,1502.381,168.260,280.243,1476.843,32.832,53.352,51.688,32.353,91.711,255
1142,748.635,255,255,255,264.894,1497.165,116.927,246.238,1477.430,32.245,35.177,34.241,27.837,31.311,255
1143,1355.312,255,255,255,82.319,1501.950,166.130,55.697,1478.016,55.110,45.144,56.326,30.636,35.324,255
1144,552.712,255,255,255,2030.648,1492.704,90.100,2016.809,1478.016,26.969,28.728,27.745,25.364,71.402,255
1145,238.202,255,255,255,1163.411,1493.713,79.950,1153.216,1482.706,23.451,23.451,25.226,12.023,48.221,255
1146,583.991,255,255,255,1529.706,1497.576,103.200,1514.952,1483.879,28.728,31.073,30.619,24.284,140.470,255
1147,1222.634,255,255,255,1893.694,1504.941,137.513,1871.997,1485.638,43.971,38.108,42.474,36.651,176.768,255
1148,1206.822,255,255,255,1947.103,1507.841,139.171,1928.866,1486.224,37.522,45.730,44.124,34.824,104.413,255
1149,648.611,255,255,255,1002.858,1503.512,102.086,987.298,1489.155,30.487,28.142,30.464,27.109,16.701,255
1150,502.184,255,255,255,687.415,1506.979,91.533,673.638,1491.500,26.969,26.969,26.907,23.764,45.931,255
1151,332.039,255,255,255,1834.617,1501.683,83.752,1822.749,1492.087,27.555,22.279,23.968,17.639,10.675,255
1152,1129.140,255,255,255,1777.087,1514.860,144.288,1755.913,1493.259,41.040,43.385,41.226,34.873,133.286,255
1153,148.833,255,255,255,1174.756,1501.152,51.642,1166.700,1493.846,16.416,14.071,18.006,10.524,39.546,255
1154,594.990,255,255,255,1451.651,1508.207,92.362,1436.390,1495.604,29.314,25.796,29.441,25.731,155.079,255
1155,772.009,255,255,255,766.102,1513.332,116.691,749.268,1496.191,34.591,34.004,32.821,29.949,42.491,255
1156,122.710,255,255,255,1388.368,1506.710,52.328,1382.452,1496.191,10.553,19.934,20.119,7.766,75.592,255
1157,755.510,255,255,255,1363.592,1519.074,123.241,1349.034,1498.536,31.659,38.108,33.924,28.356,66.173,255
1158,676.453,255,255,255,1657.171,1514.600,110.804,1639.830,1499.122,32.832,31.073,31.946,26.961,129.978,255
1159,671.641,255,255,255,848.119,1517.563,102.253,830.761,1500.881,33.418,29.314,31.562,27.094,179.672,255
1160,481.560,255,255,255,1139.193,1516.899,94.732,1126.833,1502.640,26.383,32.245,31.729,19.324,120.887,255
1161,591.209,255,255,255,975.767,1517.201,100.369,962.674,1503.226,26.969,30.487,29.976,25.112,81.394,255
1162,636.924,255,255,255,953.254,1523.762,110.495,943.327,1504.399,22.279,41.040,38.871,20.863,94.550,255
1163,703.264,255,255,255,365.753,1523.717,106.541,349.424,1505.571,30.487,35.763,31.739,28.212,89.295,255
1164,180.456,255,255,255,815.613,1516.846,57.470,807.310,1506.744,18.761,18.761,16.823,13.658,137.614,255
1165,280.824,255,255,255,1587.586,1517.769,77.948,1577.097,1509.089,24.624,19.347,22.314,16.024,11.718,255
1166,1779.470,255,255,255,508.727,1537.064,181.810,486.614,1509.675,42.212,56.283,58.500,38.730,96.333,255
1167,148.490,255,255,255,1987.572,1521.707,58.535,1981.632,1510.848,13.484,19.934,15.441,12.245,107.998,255
1168,537.244,255,255,255,1257.423,1527.343,91.675,1244.676,1514.365,26.969,26.969,27.254,25.099,153.127,255
1169,1391.060,255,255,255,1390.116,1540.965,166.817,1366.622,1516.710,51.006,46.316,50.746,34.902,35.030,255
1170,355.757,255,255,255,2049.716,1535.221,86.014,2039.087,1516.710,17.002,34.591,29.871,15.164,91.135,255
1171,991.650,255,255,255,50.942,1536.797,126.700,29.900,1517.297,40.453,36.936,40.693,31.027,34.601,255
1172,1085.487,255,255,255,1615.480,1542.856,177.915,1593.513,1517.297,45.144,48.661,49.671,27.825,49.429,255
1173,679.547,255,255,255,684.805,1532.671,109.205,668.947,1518.469,30.487,31.073,32.040,27.004,117.137,255
1174,121.335,255,255,255,806.246,1525.680,46.892,797.929,1518.469,15.830,14.657,18.944,8.155,140.365,255
1175,579.866,255,255,255,1494.934,1531.329,122.814,1476.257,1518.469,43.385,25.796,37.629,19.621,18.847,255
1176,681.609,255,255,255,1903.943,1532.076,106.232,1886.068,1518.469,35.177,27.555,36.176,23.990,19.125,255
1177,1534.737,255,255,255,868.424,1541.328,169.599,838.969,1519.056,59.214,39.281,59.203,33.007,9.228,255
1178,565.086,255,255,255,459.773,1539.548,99.707,444.988,1523.746,27.555,32.245,30.261,23.776,110.792,255
1179,1308.909,255,255,255,1556.283,1544.026,169.280,1527.850,1524.332,52.179,41.626,52.559,31.708,32.872,255
1180,814.287,255,255,255,409.801,1544.974,119.213,394.568,1528.436,36.936,31.659,33.535,30.917,135.681,255
1181,752.073,255,255,255,198.900,1545.870,104.372,183.506,1530.195,31.073,31.073,31.929,29.990,109.607,255
1182,1006.086,255,255,255,1027.761,1549.144,132.597,1008.404,1530.195,38.108,35.763,39.651,32.307,135.769,255
1183,633.831,255,255,255,1858.916,1547.735,110.058,1843.269,1530.195,31.659,32.832,33.114,24.371,142.156,255
1184,719.762,255,255,255,2009.731,1551.617,126.700,1993.357,1530.195,38.108,35.763,33.940,27.001,122.773,255
1185,1145.639,255,255,255,1199.553,1547.918,138.519,1175.495,1530.781,45.144,34.004,47.498,30.710,173.277,255
1186,513.527,255,255,255,355.386,1546.962,101.507,338.871,1531.954,30.487,32.245,32.740,19.971,132.909,255
1187,1001.618,255,255,255,1676.644,1553.255,147.011,1646.865,1531.954,49.834,34.004,49.574,25.725,26.823,255
1188,405.941,255,255,255,270.731,1543.852,78.066,258.550,1533.713,24.038,20.520,26.070,19.826,22.056,255
1189,120.648,255,255,255,1070.259,1539.959,54.129,1060.583,1534.885,21.106,10.553,20.617,7.451,7.007,255
1190,596.709,255,255,255,1305.408,1555.562,127.421,1283.957,1534.885,38.695,31.073,38.824,19.569,29.181,255
1191,1006.430,255,255,255,1733.482,1552.835,146.491,1707.252,1537.817,55.110,28.142,53.828,23.806,165.187,255
1192,501.153,255,255,255,1232.618,1552.321,87.731,1222.397,1538.989,23.451,26.969,27.420,23.271,65.856,255
1193,646.893,255,255,255,726.392,1553.999,99.540,711.746,1539.575,31.659,26.383,31.221,26.382,169.599,255
1194,393.566,255,255,255,133.928,1553.197,86.843,121.947,1541.334,25.210,24.624,29.369,17.062,37.582,255
1195,664.079,255,255,255,786.060,1554.825,102.548,770.374,1541.334,32.245,24.624,32.457,26.051,0.333,255
1196,679.203,255,255,255,920.152,1556.821,118.846,899.356,1541.334,42.212,24.624,38.615,22.395,2.813,255
1197,104.836,255,255,255,1331.946,1550.549,49.154,1324.410,1541.921,12.898,16.416,16.254,8.212,66.290,255
1198,414.190,255,255,255,23.358,1555.746,79.866,11.726,1543.093,24.624,22.865,24.171,21.818,34.403,255
1199,634.518,255,255,255,328.293,1556.802,106.634,308.970,1543.093,36.936,22.865,37.954,21.286,6.988,255
1200,514.214,255,255,255,1118.566,1555.876,92.907,1102.796,1543.679,30.487,22.279,29.769,21.993,16.608,255
1201,858.628,255,255,255,559.131,1556.840,136.635,530.585,1544.266,53.352,21.692,49.269,22.189,4.375,255
1202,381.192,255,255,255,1488.654,1557.454,85.788,1475.084,1544.266,25.796,21.692,23.648,20.524,25.209,255
1203,326.884,255,255,255,1062.607,1556.259,74.004,1052.375,1544.852,21.692,21.106,21.542,19.321,103.471,255
1204,137.147,255,255,255,1091.778,1553.168,47.780,1084.621,1544.852,14.071,15.243,15.324,11.395,54.808,255
1205,343.039,255,255,255,876.982,1561.946,103.210,853.626,1555.405,43.971,10.553,48.650,8.978,1.587,255
1206,103.805,255,255,255,1588.811,1562.831,45.494,1578.856,1557.750,19.347,8.208,17.032,7.760,1.431,255
1207,152.958,255,255,255,1907.894,1562.740,64.942,1895.448,1557.750,28.728,8.208,24.931,7.812,175.291,255
1208,136.116,255,255,255,695.838,1562.975,58.250,682.432,1558.923,26.383,7.035,23.585,7.348,179.819,255
1209,149.521,255,255,255,1187.362,1563.697,84.591,1171.391,1559.509,39.281,6.449,36.319,5.242,176.528,255
